*{"timestamp": "08:32:06", "x": 74.78, "y": 295.23}
*{"timestamp": "08:39:46", "x": 79.51, "y": 296.22}
*{"timestamp": "08:45:28", "x": 82.6, "y": 296.64}
*{"timestamp": "08:52:52", "x": 86.93, "y": 297.43}
*{"timestamp": "08:59:39", "x": 90.94, "y": 297.55}
*{"timestamp": "09:07:06", "x": 95.26, "y": 297.56}
*{"timestamp": "09:13:40", "x": 99.52, "y": 297.35}
*{"timestamp": "09:23:16", "x": 105.15, "y": 296.59}
*{"timestamp": "09:30:23", "x": 109.9, "y": 295.89}
*{"timestamp": "09:35:57", "x": 113.27, "y": 294.98}
*{"timestamp": "09:41:41", "x": 116.91, "y": 293.88}
*{"timestamp": "09:47:53", "x": 120.8, "y": 293.13}
*{"timestamp": "09:54:25", "x": 125.01, "y": 291.9}
*{"timestamp": "10:03:59", "x": 131.42, "y": 289.78}
*{"timestamp": "10:12:38", "x": 137.11, "y": 287.32}
*{"timestamp": "10:17:40", "x": 140.34, "y": 286.42}
*{"timestamp": "10:22:50", "x": 143.48, "y": 284.7}
*{"timestamp": "10:30:19", "x": 148.36, "y": 282.25}
*{"timestamp": "10:36:35", "x": 152.41, "y": 280.17}
*{"timestamp": "10:41:54", "x": 155.93, "y": 278.21}
*{"timestamp": "10:48:41", "x": 160.09, "y": 275.76}
*{"timestamp": "10:53:28", "x": 163.2, "y": 273.61}
*{"timestamp": "10:58:42", "x": 166.79, "y": 271.7}
*{"timestamp": "11:05:01", "x": 170.84, "y": 269.31}
*{"timestamp": "11:11:41", "x": 175.03, "y": 266.21}
*{"timestamp": "11:16:41", "x": 177.98, "y": 264.08}
*{"timestamp": "11:21:29", "x": 181.39, "y": 262.23}
*{"timestamp": "11:26:40", "x": 184.21, "y": 259.51}
*{"timestamp": "11:33:50", "x": 189.08, "y": 256.15}
*{"timestamp": "11:46:04", "x": 196.59, "y": 250.29}
*{"timestamp": "11:56:00", "x": 202.56, "y": 245.09}
*{"timestamp": "12:17:20", "x": 216.13, "y": 233.89}
*{"timestamp": "12:23:04", "x": 219.61, "y": 230.56}
*{"timestamp": "12:28:05", "x": 222.35, "y": 227.5}
*{"timestamp": "12:33:28", "x": 225.74, "y": 225.03}
*{"timestamp": "12:38:13", "x": 228.49, "y": 222.19}
*{"timestamp": "12:44:40", "x": 231.81, "y": 218.31}
*{"timestamp": "12:50:29", "x": 235.0, "y": 214.98}
*{"timestamp": "12:59:43", "x": 240.3, "y": 209.12}
*{"timestamp": "13:06:08", "x": 243.89, "y": 205.3}
*{"timestamp": "13:12:21", "x": 247.18, "y": 201.53}
*{"timestamp": "13:19:09", "x": 251.17, "y": 197.55}
*{"timestamp": "13:24:32", "x": 253.44, "y": 194.06}
*{"timestamp": "13:31:01", "x": 256.7, "y": 190.32}
*{"timestamp": "13:42:51", "x": 262.97, "y": 182.98}
*{"timestamp": "13:50:55", "x": 266.36, "y": 177.96}
*{"timestamp": "13:56:58", "x": 268.96, "y": 173.81}
*{"timestamp": "14:02:21", "x": 271.3, "y": 170.49}
*{"timestamp": "14:08:39", "x": 274.3, "y": 166.73}
*{"timestamp": "14:14:11", "x": 276.42, "y": 163.36}
*{"timestamp": "14:21:30", "x": 279.63, "y": 158.51}
*{"timestamp": "14:27:26", "x": 281.62, "y": 155.0}
*{"timestamp": "14:33:37", "x": 284.23, "y": 151.0}
*{"timestamp": "14:40:40", "x": 286.69, "y": 146.7}
*{"timestamp": "14:46:43", "x": 288.56, "y": 142.74}
*{"timestamp": "14:52:32", "x": 290.61, "y": 139.09}
*{"timestamp": "14:58:11", "x": 291.96, "y": 135.47}
*{"timestamp": "15:04:06", "x": 293.56, "y": 131.79}
*{"timestamp": "15:09:16", "x": 294.91, "y": 128.36}
*{"timestamp": "15:13:42", "x": 295.89, "y": 125.77}
*{"timestamp": "15:20:53", "x": 297.16, "y": 121.28}
*{"timestamp": "15:27:08", "x": 298.48, "y": 117.54}
*{"timestamp": "15:32:56", "x": 299.65, "y": 113.8}
*{"timestamp": "15:37:37", "x": 300.01, "y": 110.89}
*{"timestamp": "15:42:19", "x": 300.72, "y": 107.85}
*{"timestamp": "15:47:46", "x": 301.45, "y": 104.73}
*{"timestamp": "15:52:31", "x": 302.23, "y": 101.74}
*{"timestamp": "16:00:46", "x": 302.82, "y": 96.66}
*{"timestamp": "16:05:22", "x": 302.7, "y": 94.01}
