*{"timestamp": "13:26:25", "x": 273.51, "y": 136.61}
*{"timestamp": "13:32:59", "x": 275.92, "y": 133.01}
*{"timestamp": "13:36:19", "x": 277.12, "y": 131.17}
*{"timestamp": "13:39:27", "x": 278.11, "y": 129.47}
*{"timestamp": "13:42:56", "x": 279.35, "y": 127.73}
*{"timestamp": "13:47:11", "x": 280.72, "y": 125.47}
*{"timestamp": "13:49:56", "x": 281.61, "y": 123.98}
*{"timestamp": "13:52:25", "x": 282.24, "y": 122.59}
*{"timestamp": "13:55:47", "x": 283.27, "y": 120.8}
*{"timestamp": "14:27:06", "x": 291.2, "y": 104.33}
*{"timestamp": "14:35:31", "x": 292.82, "y": 99.92}
*{"timestamp": "14:38:34", "x": 293.27, "y": 98.39}
*{"timestamp": "14:41:24", "x": 293.86, "y": 97.08}
*{"timestamp": "14:43:58", "x": 294.18, "y": 95.71}
*{"timestamp": "15:15:38", "x": 50.74, "y": 26.05}
*{"timestamp": "15:22:58", "x": 51.08, "y": 22.48}
*{"timestamp": "15:25:36", "x": 50.9, "y": 21.17}
*{"timestamp": "15:28:17", "x": 50.96, "y": 19.96}
*{"timestamp": "15:30:39", "x": 50.83, "y": 18.77}
*{"timestamp": "15:33:29", "x": 50.68, "y": 17.44}
*{"timestamp": "15:36:20", "x": 50.73, "y": 16.13}
*{"timestamp": "15:39:07", "x": 50.53, "y": 14.96}
*{"timestamp": "15:46:28", "x": 66.82, "y": 11.83}
*{"timestamp": "15:50:54", "x": 66.37, "y": 9.74}
