*{"timestamp": "08:40:03", "x": 78.73, "y": 294.96}
*{"timestamp": "09:00:09", "x": 90.46, "y": 296.32}
*{"timestamp": "09:15:41", "x": 99.52, "y": 296.13}
*{"timestamp": "09:35:01", "x": 111.63, "y": 294.26}
*{"timestamp": "09:43:53", "x": 117.18, "y": 292.63}
*{"timestamp": "09:50:08", "x": 121.26, "y": 291.66}
*{"timestamp": "09:55:14", "x": 124.36, "y": 290.76}
*{"timestamp": "09:59:30", "x": 127.11, "y": 289.87}
*{"timestamp": "10:06:20", "x": 131.49, "y": 288.14}
*{"timestamp": "10:13:54", "x": 136.12, "y": 286.36}
*{"timestamp": "10:13:59", "x": 136.12, "y": 286.36}
*{"timestamp": "10:21:28", "x": 141.39, "y": 284.23}
*{"timestamp": "10:35:49", "x": 150.59, "y": 279.42}
*{"timestamp": "10:45:45", "x": 156.96, "y": 275.8}
*{"timestamp": "10:55:01", "x": 163.27, "y": 272.26}
*{"timestamp": "11:02:59", "x": 168.27, "y": 269.07}
*{"timestamp": "11:27:35", "x": 183.66, "y": 258.14}
*{"timestamp": "11:37:40", "x": 190.18, "y": 253.52}
*{"timestamp": "11:53:10", "x": 199.59, "y": 245.84}
*{"timestamp": "12:07:52", "x": 209.32, "y": 237.27}
*{"timestamp": "12:21:45", "x": 217.65, "y": 230.0}
*{"timestamp": "12:31:17", "x": 223.37, "y": 224.68}
*{"timestamp": "12:38:18", "x": 227.26, "y": 220.78}
*{"timestamp": "12:44:58", "x": 231.2, "y": 216.98}
*{"timestamp": "12:52:59", "x": 235.65, "y": 212.2}
*{"timestamp": "13:01:04", "x": 240.12, "y": 207.45}
*{"timestamp": "13:14:01", "x": 246.91, "y": 199.96}
*{"timestamp": "13:21:37", "x": 250.4, "y": 195.05}
*{"timestamp": "13:40:29", "x": 260.06, "y": 183.51}
*{"timestamp": "14:01:42", "x": 269.75, "y": 170.55}
*{"timestamp": "14:14:07", "x": 275.18, "y": 163.06}
*{"timestamp": "14:23:06", "x": 278.56, "y": 156.96}
*{"timestamp": "14:38:45", "x": 284.26, "y": 147.29}
*{"timestamp": "14:44:15", "x": 286.01, "y": 143.84}
*{"timestamp": "14:52:20", "x": 289.0, "y": 139.05}
*{"timestamp": "15:02:27", "x": 291.55, "y": 132.91}
*{"timestamp": "15:10:54", "x": 293.59, "y": 127.6}
*{"timestamp": "15:21:08", "x": 295.97, "y": 121.11}
*{"timestamp": "15:40:15", "x": 298.71, "y": 109.07}
*{"timestamp": "15:51:21", "x": 300.05, "y": 102.62}
*{"timestamp": "16:02:14", "x": 301.28, "y": 96.61}
*{"timestamp": "16:09:06", "x": 301.23, "y": 92.35}
