*{"timestamp": "11:14:14", "x": 183.57, "y": 233.73}
*{"timestamp": "11:22:33", "x": 188.14, "y": 230.71}
*{"timestamp": "11:28:18", "x": 191.36, "y": 227.94}
*{"timestamp": "11:32:41", "x": 193.55, "y": 226.2}
*{"timestamp": "11:39:49", "x": 197.66, "y": 222.93}
*{"timestamp": "11:43:25", "x": 199.71, "y": 221.41}
*{"timestamp": "11:45:51", "x": 200.96, "y": 220.29}
*{"timestamp": "11:47:42", "x": 201.85, "y": 219.55}
*{"timestamp": "11:51:18", "x": 203.75, "y": 217.9}
*{"timestamp": "11:53:10", "x": 204.69, "y": 217.01}
*{"timestamp": "11:55:19", "x": 205.87, "y": 216.14}
*{"timestamp": "12:05:28", "x": 211.15, "y": 211.26}
*{"timestamp": "12:14:58", "x": 216.09, "y": 206.75}
*{"timestamp": "12:18:52", "x": 217.87, "y": 204.66}
*{"timestamp": "12:20:49", "x": 218.96, "y": 203.95}
*{"timestamp": "12:25:10", "x": 221.25, "y": 201.51}
*{"timestamp": "12:30:01", "x": 223.48, "y": 199.35}
*{"timestamp": "12:32:38", "x": 224.87, "y": 198.1}
*{"timestamp": "12:35:12", "x": 226.1, "y": 196.8}
*{"timestamp": "12:38:48", "x": 227.62, "y": 195.06}
*{"timestamp": "12:40:51", "x": 228.62, "y": 193.98}
*{"timestamp": "12:43:06", "x": 229.71, "y": 192.82}
*{"timestamp": "12:45:23", "x": 230.88, "y": 191.5}
*{"timestamp": "12:48:33", "x": 232.26, "y": 189.74}
*{"timestamp": "12:51:48", "x": 233.81, "y": 188.2}
*{"timestamp": "12:54:07", "x": 234.9, "y": 187.03}
*{"timestamp": "12:56:41", "x": 236.0, "y": 185.55}
*{"timestamp": "13:01:12", "x": 238.06, "y": 183.05}
*{"timestamp": "13:05:22", "x": 239.9, "y": 180.95}
*{"timestamp": "13:09:36", "x": 241.71, "y": 179.0}
*{"timestamp": "13:12:27", "x": 243.0, "y": 177.25}
*{"timestamp": "13:17:32", "x": 245.05, "y": 174.68}
*{"timestamp": "13:19:57", "x": 246.01, "y": 173.34}
*{"timestamp": "13:22:10", "x": 247.19, "y": 172.16}
*{"timestamp": "13:25:36", "x": 248.73, "y": 170.1}
*{"timestamp": "13:37:33", "x": 253.43, "y": 163.9}
*{"timestamp": "13:40:17", "x": 254.46, "y": 162.0}
*{"timestamp": "13:43:39", "x": 255.7, "y": 160.4}
*{"timestamp": "13:47:36", "x": 256.96, "y": 158.25}
*{"timestamp": "13:50:16", "x": 258.13, "y": 156.85}
*{"timestamp": "13:53:47", "x": 259.03, "y": 154.83}
*{"timestamp": "13:57:31", "x": 260.32, "y": 152.86}
*{"timestamp": "14:00:28", "x": 261.26, "y": 151.1}
*{"timestamp": "14:03:47", "x": 262.29, "y": 149.31}
*{"timestamp": "14:09:29", "x": 264.17, "y": 146.01}
*{"timestamp": "14:15:21", "x": 265.74, "y": 142.86}
*{"timestamp": "14:17:44", "x": 266.45, "y": 141.55}
*{"timestamp": "14:20:31", "x": 267.3, "y": 140.03}
*{"timestamp": "14:23:46", "x": 268.1, "y": 138.25}
*{"timestamp": "14:26:55", "x": 268.89, "y": 136.56}
*{"timestamp": "14:29:37", "x": 269.57, "y": 134.83}
*{"timestamp": "14:32:49", "x": 270.31, "y": 133.04}
*{"timestamp": "14:35:30", "x": 271.0, "y": 131.76}
*{"timestamp": "14:37:48", "x": 271.46, "y": 130.48}
*{"timestamp": "14:40:13", "x": 272.01, "y": 129.18}
*{"timestamp": "14:42:49", "x": 272.48, "y": 127.74}
*{"timestamp": "14:45:39", "x": 273.1, "y": 125.99}
*{"timestamp": "14:48:02", "x": 273.59, "y": 124.75}
*{"timestamp": "14:51:38", "x": 274.22, "y": 122.84}
*{"timestamp": "14:54:44", "x": 274.77, "y": 121.32}
*{"timestamp": "14:58:29", "x": 275.38, "y": 119.28}
*{"timestamp": "15:01:12", "x": 275.82, "y": 117.87}
*{"timestamp": "15:04:24", "x": 276.23, "y": 116.19}
*{"timestamp": "15:08:07", "x": 276.75, "y": 114.24}
*{"timestamp": "15:15:40", "x": 277.7, "y": 110.29}
*{"timestamp": "15:18:42", "x": 277.89, "y": 108.45}
*{"timestamp": "15:21:40", "x": 278.22, "y": 107.22}
*{"timestamp": "15:24:12", "x": 278.46, "y": 105.93}
*{"timestamp": "15:26:13", "x": 278.56, "y": 104.85}
*{"timestamp": "15:29:22", "x": 278.76, "y": 103.31}
*{"timestamp": "15:31:49", "x": 278.87, "y": 102.07}
*{"timestamp": "15:35:37", "x": 278.89, "y": 100.18}
*{"timestamp": "15:38:06", "x": 279.08, "y": 98.79}
*{"timestamp": "15:40:03", "x": 279.1, "y": 98.02}
*{"timestamp": "15:42:28", "x": 279.11, "y": 96.58}
*{"timestamp": "15:45:07", "x": 279.29, "y": 95.5}
*{"timestamp": "15:48:04", "x": 279.14, "y": 93.93}
*{"timestamp": "15:50:01", "x": 279.2, "y": 93.04}
*{"timestamp": "15:52:14", "x": 279.04, "y": 91.92}
*{"timestamp": "15:54:29", "x": 279.01, "y": 91.05}
*{"timestamp": "15:57:43", "x": 278.78, "y": 89.41}
*{"timestamp": "15:59:52", "x": 278.77, "y": 88.45}
*{"timestamp": "16:01:43", "x": 278.7, "y": 87.7}
*{"timestamp": "16:04:27", "x": 278.32, "y": 86.42}
